,SAlow,SAhigh,SAlowloop,SAhighloop
0,0.15354685730351264,1.2804633051578989,0.48988837582895906,1.4212544570673886
1,0.11798120563502863,0.5042717128183946,1.1050347832479512,0.7689737969741128
2,1.8933386173238873,0.3955639399554141,0.867352233904614,1.893782947968785
3,0.531572779669592,1.2493496302993317,0.33011257942735034,0.620688883639046
4,0.11417988607938132,1.368969180242491,1.971326930689935,1.970694528683283
5,1.9106584230478987,0.389842780245362,0.266155543487107,0.37380674917861273
6,0.1272699728381402,1.2412867528012417,1.0200881998632336,1.2217835015666687
7,0.21899433524985634,1.0839097522181387,0.9492768234336166,0.2371534745017978
8,0.1958153426745771,1.2336040607187255,0.32599528322835003,0.8428714357593201
9,0.11111397841200296,0.7005010317078901,1.220104224828875,1.2693540169020663
10,0.1275860801210925,0.5860663595345424,0.9485543136947534,1.2684995784017365
11,0.1602168718984348,1.968724243765744,1.90788088529394,0.9737443505736759
12,0.1319745459837285,1.1942234616549254,0.8921313467492806,0.9938030951043936
13,0.1400586745375086,1.0402667106803276,2.0110699365655837,1.8445684663207214
14,0.13914333941674747,1.9975121988541338,1.0655433309374045,1.740872296630557
15,0.7831876536420622,0.5743437872762462,1.9451650638495066,0.342669127457756
16,0.136350738458599,1.269875733116295,1.0656131439791123,0.17505025176326644
17,1.6921557648984749,0.6674705820490214,0.9709899116504539,1.1160586425444436
18,1.8692772725333868,1.2166752627130637,0.8175545820328827,0.3468376250703653
19,0.134317585694787,1.0749209621678228,1.9220465581018575,1.5980847743294433
20,0.4113252457275971,0.9389676922869165,0.37672588775808613,2.028462727345767
21,1.9121303750406629,0.3616670733725851,0.8176439915162913,2.002410630250778
22,0.14882410748849254,0.8440122190988737,0.1607056929919015,1.0531271170375498
23,0.9140871284220817,0.9701055285190099,0.8856119261843067,1.4677227679566576
24,0.47447761245355247,0.7793528901797699,0.22864371163210245,1.9335487946395329
