,HC_mean,HC_std,SA_mean,SA_std
0,0.6583626014185627,0.5553223973470133,1.0236969309814925,0.8453101210648164
1,0.3737658105554856,0.09106179435769964,0.6455687199808275,0.7445397778201756
2,0.39361084069377855,0.10537436420280855,0.9557637611739955,0.739465068280263
3,0.8644057516660197,0.6545294786152906,0.8865754782662377,0.8094099253996777
4,0.34149901610815236,0.11944979787996014,0.9414689406188437,0.6585709262820063
5,0.38188745655823103,0.10958993557685288,0.6695879921991066,0.6593331754940231
6,0.31413682702762435,0.07570974082169973,0.6847327412857441,0.5455579838906947
7,0.38209077629896776,0.07070162266360654,1.0522834138640942,0.7444093001945804
8,0.4282701177287149,0.3978390728824942,0.834350211031627,0.7231608495611918
9,0.2770577620714346,0.12591456969614448,0.6532836584160493,0.3072259345450654
